Meter_ID,Dwelling_Type,Num_Occupants,House_Area_sqft,Connected_Load_kW,Meter_Age_Years,Date,Temperature_C,Humidity_pct,Grid_Outage_Hours,Appliance_Score,Anomaly_Type,Meter_Bypass_Signal,Has_Solar_Panel,Voltage_V,Power_Factor,Expected_Energy_kWh,Actual_Energy_kWh,Peak_Hour_Usage_kWh,Off_Peak_Usage_kWh
IN-KL-ELC-58864596,Apartment,2,3848,12.7,2,15-04-2022,35.63,74.51,1.2,2.0,4,0,0,224.31,0.7,53.38 kWh,178.69 kWh,106.91 kWh,46.35 kWh
IN-KL-ELC-18902245,Apartment,8,3210,11.34,19,14-01-2023,29.62,46.79,0.0,11.0,1,1,0,225.07,0.78,6.78 kWh,105.45 kWh,59.97 kWh,29.24 kWh
IN-KL-ELC-99484305,Commercial,3,3712,9.12,9,14-09-2023,24.74,81.32,0.0,13.0,3,0,1,229.62,0.93,-14.89 kWh,15.32 kWh,8.58 kWh,4.34 kWh
IN-KL-ELC-44658722,Commercial,2,3189,10.59,2,11-07-2023,27.03,81.44,6.98,10.0,1,0,1,230.8,0.74,27.57 kWh,169.72 kWh,98.43 kWh,38.53 kWh
IN-KL-ELC-44134694,Independent House,4,2830,11.15,18,01-08-2022,23.97,94.54,7.98,12.0,4,0,1,226.09,0.76,52.91 kWh,162.23 kWh,87.78 kWh,42.28 kWh
IN-KL-ELC-75257785,Villa,1,1846,4.05,2,12-03-2022,29.56,74.41,0.0,11.0,3,0,1,232.85,0.94,-6.17 kWh,44.25 kWh,25.20 kWh,12.15 kWh
IN-KL-ELC-64954788,Commercial,7,4323,14.53,10,01-10-2022,27.96,49.91,0.0,21.0,1,1,0,238.24,0.76,30.10 kWh,153.41 kWh,81.44 kWh,58.70 kWh
IN-KL-ELC-49946652,Villa,1,4334,12.12,4,22-07-2022,31.24,86.05,0.0,9.0,4,0,0,229.91,0.69,31.46 kWh,147.37 kWh,86.61 kWh,51.34 kWh
IN-KL-ELC-34068358,Villa,8,2746,7.96,19,05-07-2023,26.61,79.01,0.0,20.0,1,1,0,232.8,0.81,33.53 kWh,65.92 kWh,35.38 kWh,21.28 kWh
IN-KL-ELC-81861168,Villa,7,481,1.5,4,11-02-2022,23.57,68.67,5.44,1.0,0,0,1,236.91,0.86,44.59 kWh,63.13 kWh,32.45 kWh,20.06 kWh
IN-KL-ELC-95821506,Independent House,8,1362,4.79,7,11-03-2023,33.25,70.62,0.0,16.0,1,1,0,215.3,0.82,32.98 kWh,71.99 kWh,35.40 kWh,22.93 kWh
IN-KL-ELC-10464174,Commercial,3,2107,5.97,7,16-12-2022,25.31,69.3,0.0,17.0,1,1,1,224.6,0.7,25.17 kWh,65.99 kWh,38.87 kWh,18.62 kWh
IN-KL-ELC-56444322,Apartment,8,1878,5.42,4,11-10-2022,27.58,62.86,0.0,22.0,0,0,0,230.97,0.97,29.94 kWh,43.82 kWh,26.28 kWh,14.67 kWh
IN-KL-ELC-41119799,Independent House,2,2231,7.43,4,08-07-2023,29.87,82.83,2.76,22.0,3,0,1,220.03,0.86,-20.36 kWh,54.03 kWh,28.83 kWh,18.01 kWh
IN-KL-ELC-77257788,Villa,4,2663,5.53,10,30-06-2023,27.12,80.49,0.0,24.0,1,1,0,232.88,0.71,34.15 kWh,88.64 kWh,49.85 kWh,25.92 kWh
IN-KL-ELC-67361675,Villa,4,4147,11.96,10,23-01-2022,28.28,57.67,0.0,18.0,3,0,1,229.96,0.86,12.21 kWh,39.84 kWh,20.49 kWh,13.04 kWh
IN-KL-ELC-59855504,Independent House,6,4731,14.0,14,19-01-2023,26.79,54.96,0.0,12.0,0,0,1,236.17,0.82,57.11 kWh,80.41 kWh,42.70 kWh,24.63 kWh
IN-KL-ELC-62190751,Apartment,1,2051,6.4,7,02-07-2023,27.69,86.31,3.49,19.0,0,0,0,229.33,0.97,43.37 kWh,75.60 kWh,40.77 kWh,24.48 kWh
IN-KL-ELC-31856828,Villa,1,1521,14.34,16,01-11-2022,22.45,59.03,0.0,5.0,4,0,0,228.48,0.74,48.82 kWh,200.00 kWh,117.23 kWh,56.26 kWh
IN-KL-ELC-92643347,Villa,7,2124,13.9,5,10-06-2022,30.09,80.2,4.45,4.0,4,0,0,239.58,0.69,27.44 kWh,122.29 kWh,66.90 kWh,32.12 kWh
IN-KL-ELC-19539122,Independent House,8,3061,10.01,15,11-01-2023,22.4,51.74,0.0,4.0,3,0,1,230.56,0.87,-12.33 kWh,64.15 kWh,35.87 kWh,23.24 kWh
IN-KL-ELC-04651212,Villa,5,4419,11.15,2,23-10-2022,28.82,67.94,0.0,17.0,4,0,1,237.14,0.79,51.39 kWh,200.00 kWh,119.26 kWh,63.27 kWh
IN-KL-ELC-01646249,Independent House,4,430,10.86,4,20-10-2022,26.96,53.28,3.88,11.0,4,0,0,218.82,0.78,40.54 kWh,200.00 kWh,109.24 kWh,65.22 kWh
IN-KL-ELC-50678945,Independent House,2,2980,9.53,13,11-11-2023,24.01,56.63,0.0,20.0,2,0,0,243.11,0.8,11.63 kWh,20.00 kWh,12.99 kWh,5.39 kWh
IN-KL-ELC-67598295,Commercial,5,4140,14.24,14,21-07-2023,25.11,84.31,0.79,15.0,2,0,1,220.3,0.69,15.24 kWh,26.67 kWh,13.78 kWh,8.52 kWh
IN-KL-ELC-63020641,Independent House,1,1198,4.28,17,06-11-2023,23.09,58.45,0.0,2.0,0,0,0,227.6,0.83,42.32 kWh,76.63 kWh,41.24 kWh,29.25 kWh
IN-KL-ELC-73195232,Villa,8,792,1.5,17,16-02-2023,26.94,57.24,0.0,1.0,0,0,1,222.87,0.8,59.18 kWh,66.88 kWh,37.94 kWh,21.34 kWh
IN-KL-ELC-94548584,Apartment,4,3467,9.28,12,23-08-2023,24.5,80.15,0.0,24.0,2,0,1,214.76,0.75,38.17 kWh,58.63 kWh,31.57 kWh,15.90 kWh
IN-KL-ELC-71572022,Apartment,7,4700,14.93,1,16-12-2022,25.07,66.67,1.06,11.0,0,0,1,232.27,0.95,27.11 kWh,33.93 kWh,18.71 kWh,11.84 kWh
IN-KL-ELC-14455527,Independent House,3,4199,12.81,15,07-01-2022,22.48,52.76,0.0,18.0,2,0,0,211.63,0.79,43.31 kWh,80.27 kWh,43.81 kWh,30.20 kWh
IN-KL-ELC-52576779,Commercial,1,752,1.5,4,16-01-2023,24.95,46.42,2.71,12.0,0,0,1,242.0,0.98,11.31 kWh,12.47 kWh,6.71 kWh,4.16 kWh
IN-KL-ELC-33949349,Villa,8,3795,10.6,4,06-02-2022,26.1,53.74,0.0,24.0,1,1,0,230.54,0.71,44.27 kWh,84.97 kWh,43.97 kWh,30.44 kWh
IN-KL-ELC-97909207,Commercial,8,422,2.07,8,22-05-2022,34.21,74.85,3.97,13.0,1,1,0,224.81,0.83,27.41 kWh,33.14 kWh,21.03 kWh,8.24 kWh
IN-KL-ELC-96294359,Villa,1,1879,5.81,4,09-01-2023,23.97,53.34,0.0,4.0,3,0,1,233.38,0.87,-6.02 kWh,28.20 kWh,15.91 kWh,6.91 kWh
IN-KL-ELC-70758588,Villa,2,2455,6.83,7,28-08-2022,29.17,87.05,1.4,16.0,2,0,0,254.63,0.66,39.04 kWh,100.00 kWh,54.06 kWh,27.57 kWh
IN-KL-ELC-58341139,Villa,6,2540,6.48,17,16-08-2023,30.81,83.85,7.41,8.0,2,0,0,217.39,0.67,31.99 kWh,86.40 kWh,40.60 kWh,28.56 kWh
IN-KL-ELC-15516582,Apartment,3,3366,9.75,13,05-09-2023,26.21,81.09,1.02,4.0,3,0,1,230.8,0.82,-21.69 kWh,53.76 kWh,31.79 kWh,19.05 kWh
IN-KL-ELC-59498491,Villa,5,1120,2.4,11,24-03-2022,31.44,67.99,0.0,21.0,2,0,1,234.46,0.84,38.93 kWh,100.00 kWh,58.12 kWh,22.70 kWh
IN-KL-ELC-71543483,Villa,2,2419,9.25,8,21-04-2023,35.8,63.97,2.89,19.0,1,1,0,225.5,0.77,23.35 kWh,147.74 kWh,91.47 kWh,44.53 kWh
IN-KL-ELC-56728215,Villa,2,3324,9.98,14,02-05-2023,37.0,77.67,0.0,15.0,0,0,0,229.4,0.84,41.72 kWh,71.99 kWh,37.08 kWh,21.83 kWh
IN-KL-ELC-93011122,Independent House,7,3101,10.64,16,14-07-2023,31.85,84.81,0.0,9.0,2,0,0,204.62,0.79,42.70 kWh,100.00 kWh,55.60 kWh,29.19 kWh
IN-KL-ELC-01970770,Apartment,6,3747,11.88,14,03-07-2023,29.12,92.96,0.0,8.0,3,0,1,228.57,0.81,-21.87 kWh,36.81 kWh,21.04 kWh,12.69 kWh
IN-KL-ELC-62079164,Apartment,2,825,3.53,19,27-08-2023,24.71,80.61,0.0,10.0,3,0,1,234.88,0.78,18.33 kWh,44.04 kWh,22.75 kWh,13.05 kWh
IN-KL-ELC-11001562,Independent House,8,4930,13.43,19,17-10-2022,27.18,67.83,0.0,8.0,1,1,0,225.4,0.76,30.15 kWh,155.21 kWh,85.88 kWh,41.79 kWh
IN-KL-ELC-20511764,Commercial,5,1217,3.34,4,20-10-2022,28.31,64.0,0.0,12.0,1,1,0,228.77,0.8,7.00 kWh,31.43 kWh,16.62 kWh,10.35 kWh
IN-KL-ELC-36940764,Independent House,7,3173,8.48,9,13-03-2022,29.24,58.74,4.84,23.0,1,1,1,221.85,0.74,11.67 kWh,89.55 kWh,45.50 kWh,27.85 kWh
IN-KL-ELC-46467514,Villa,8,3172,8.97,16,05-10-2023,23.64,68.71,0.0,9.0,0,0,0,238.65,0.77,26.28 kWh,32.99 kWh,16.81 kWh,11.50 kWh
IN-KL-ELC-99638267,Apartment,6,2618,13.63,12,06-09-2023,29.92,75.47,2.59,16.0,4,0,0,226.65,0.7,58.99 kWh,200.00 kWh,100.12 kWh,60.64 kWh
IN-KL-ELC-40381521,Commercial,4,4160,12.94,5,02-01-2022,27.35,64.01,0.0,4.0,1,1,1,229.27,0.67,13.01 kWh,135.76 kWh,79.26 kWh,39.79 kWh
IN-KL-ELC-09161408,Independent House,6,937,4.15,13,08-04-2023,33.29,68.28,0.0,10.0,0,0,1,217.59,0.83,44.43 kWh,121.67 kWh,74.32 kWh,32.03 kWh
IN-KL-ELC-45604702,Commercial,2,4946,14.13,9,28-09-2023,30.31,94.24,0.0,6.0,2,0,1,229.11,0.77,19.75 kWh,46.86 kWh,25.25 kWh,14.79 kWh
IN-KL-ELC-92733985,Apartment,3,4285,12.15,3,09-07-2023,25.05,80.05,2.99,2.0,0,0,0,227.62,0.93,16.13 kWh,37.03 kWh,18.72 kWh,12.66 kWh
IN-KL-ELC-53698471,Commercial,5,2737,6.8,3,27-06-2022,28.74,82.53,0.79,18.0,0,0,0,232.15,0.99,23.49 kWh,42.59 kWh,25.33 kWh,11.09 kWh
IN-KL-ELC-25245406,Commercial,2,3317,8.76,18,18-01-2022,25.11,46.72,0.0,4.0,3,0,1,247.74,0.95,-20.56 kWh,53.08 kWh,31.36 kWh,16.66 kWh
IN-KL-ELC-85368328,Apartment,5,1155,2.78,9,24-08-2023,28.74,78.72,0.0,12.0,2,0,1,225.33,0.74,23.97 kWh,48.51 kWh,32.01 kWh,13.24 kWh
IN-KL-ELC-28846309,Villa,2,4119,13.65,13,12-04-2023,32.04,64.78,5.34,21.0,2,0,0,233.71,0.82,20.69 kWh,41.95 kWh,24.37 kWh,11.15 kWh
IN-KL-ELC-22954708,Independent House,4,3556,9.08,11,26-07-2022,28.38,82.95,5.62,19.0,2,0,1,235.91,0.79,45.40 kWh,100.00 kWh,54.98 kWh,25.02 kWh
IN-KL-ELC-47230658,Commercial,5,453,1.5,4,11-04-2023,34.99,67.71,0.0,12.0,0,0,0,230.32,0.79,34.57 kWh,54.37 kWh,31.91 kWh,13.19 kWh
IN-KL-ELC-59994988,Commercial,7,1020,3.62,8,07-11-2022,27.23,60.36,0.0,24.0,0,0,0,226.99,0.81,39.31 kWh,65.04 kWh,36.10 kWh,17.89 kWh
IN-KL-ELC-99850815,Apartment,2,3370,10.21,8,26-11-2023,26.31,54.37,0.0,21.0,1,1,1,224.21,0.78,31.55 kWh,79.99 kWh,38.33 kWh,26.94 kWh
IN-KL-ELC-69936752,Apartment,4,3940,11.66,2,19-09-2023,26.33,86.47,5.92,11.0,3,0,1,228.67,0.88,-17.35 kWh,46.36 kWh,27.12 kWh,15.03 kWh
IN-KL-ELC-34511100,Commercial,5,4733,12.61,12,07-11-2023,24.43,51.4,0.0,2.0,2,0,0,233.73,0.76,32.04 kWh,68.54 kWh,43.32 kWh,20.19 kWh
IN-KL-ELC-92479303,Commercial,2,3187,9.14,9,13-11-2023,24.13,46.84,0.0,6.0,0,0,0,227.41,0.95,8.56 kWh,10.84 kWh,5.42 kWh,3.34 kWh
IN-KL-ELC-67480883,Apartment,7,1719,7.24,10,26-07-2022,24.88,75.41,1.32,21.0,2,0,0,228.75,0.65,51.15 kWh,100.00 kWh,57.77 kWh,23.89 kWh
IN-KL-ELC-16222959,Independent House,4,935,3.26,13,30-05-2023,28.67,63.28,0.92,9.0,3,0,1,227.76,0.84,-12.33 kWh,51.65 kWh,32.61 kWh,14.59 kWh
IN-KL-ELC-76350218,Villa,8,4471,12.06,13,13-12-2022,24.54,56.95,0.0,3.0,0,0,1,225.24,0.96,37.86 kWh,47.69 kWh,28.03 kWh,16.55 kWh
IN-KL-ELC-04776301,Independent House,8,713,1.5,14,07-01-2022,25.38,45.5,0.96,18.0,1,1,1,232.66,0.75,21.82 kWh,22.65 kWh,13.17 kWh,7.41 kWh
IN-KL-ELC-37228325,Commercial,7,3370,9.58,9,24-01-2023,28.22,51.92,0.0,7.0,1,1,0,230.76,0.76,42.54 kWh,84.39 kWh,54.70 kWh,24.78 kWh
IN-KL-ELC-27939212,Commercial,5,552,11.45,16,25-01-2023,27.94,45.39,0.0,10.0,4,0,0,221.75,0.71,25.21 kWh,95.79 kWh,57.29 kWh,27.46 kWh
IN-KL-ELC-40111531,Independent House,6,2730,7.47,17,07-08-2022,31.23,87.83,0.0,7.0,3,0,1,223.42,0.94,-5.74 kWh,22.58 kWh,12.35 kWh,6.55 kWh
IN-KL-ELC-87094903,Villa,4,4325,11.68,18,23-10-2022,24.71,49.1,0.0,24.0,0,0,0,237.53,0.9,59.23 kWh,69.83 kWh,40.08 kWh,19.25 kWh
IN-KL-ELC-95856757,Commercial,8,1309,2.88,16,04-09-2023,30.85,90.14,0.0,5.0,0,0,0,228.74,0.77,18.60 kWh,26.81 kWh,15.33 kWh,9.34 kWh
IN-KL-ELC-53775257,Apartment,8,4284,11.04,5,07-04-2022,33.58,70.98,0.0,6.0,0,0,0,235.08,0.88,39.55 kWh,74.36 kWh,45.65 kWh,17.82 kWh
IN-KL-ELC-60200291,Apartment,6,1607,4.08,2,29-06-2023,24.13,93.63,2.98,13.0,0,0,0,224.12,0.93,38.45 kWh,62.41 kWh,33.97 kWh,21.38 kWh
IN-KL-ELC-63072616,Villa,5,1551,7.17,17,30-11-2022,27.55,62.03,0.0,12.0,0,0,0,231.21,0.77,43.44 kWh,47.03 kWh,25.72 kWh,14.86 kWh
IN-KL-ELC-59678207,Villa,4,856,3.03,16,15-12-2023,27.54,61.58,0.0,21.0,2,0,1,210.25,0.65,21.61 kWh,35.25 kWh,17.75 kWh,10.87 kWh
IN-KL-ELC-76008438,Commercial,3,3069,8.59,6,12-04-2022,34.49,60.27,2.5,14.0,1,1,0,224.71,0.79,13.14 kWh,73.23 kWh,40.30 kWh,18.68 kWh
IN-KL-ELC-24440805,Commercial,3,3835,11.3,1,28-06-2022,30.21,80.23,0.0,15.0,0,0,0,225.88,0.8,33.89 kWh,53.23 kWh,31.20 kWh,12.91 kWh
IN-KL-ELC-04459058,Independent House,5,1281,4.69,2,21-10-2022,29.24,57.88,5.22,25.0,1,1,1,229.2,0.78,23.84 kWh,73.21 kWh,38.48 kWh,26.20 kWh
IN-KL-ELC-80646022,Apartment,8,2878,8.05,13,19-02-2023,25.12,47.6,6.41,4.0,2,0,0,226.23,0.81,44.61 kWh,,56.21 kWh,29.76 kWh
IN-KL-ELC-46547339,Villa,7,2717,9.62,10,21-11-2023,26.97,50.96,0.0,11.0,0,0,1,237.63,0.93,-6.42 kWh,2.02 kWh,1.33 kWh,0.57 kWh
IN-KL-ELC-61141618,Villa,7,2599,5.53,10,09-08-2023,25.47,85.67,0.88,3.0,2,0,1,231.54,0.81,25.35 kWh,64.46 kWh,41.06 kWh,16.64 kWh
IN-KL-ELC-91959541,Villa,6,3724,11.49,18,01-05-2022,28.58,65.92,1.75,3.0,0,0,1,233.55,0.9,-8.45 kWh,2.51 kWh,1.53 kWh,0.77 kWh
IN-KL-ELC-08230303,Independent House,4,567,1.87,10,15-04-2022,35.91,67.51,0.0,17.0,2,0,1,206.16,0.72,39.25 kWh,100.00 kWh,57.60 kWh,35.49 kWh
IN-KL-ELC-93182640,Independent House,4,2227,9.22,8,15-07-2023,24.27,82.43,0.0,4.0,2,0,0,226.53,0.84,34.27 kWh,96.00 kWh,48.88 kWh,33.19 kWh
IN-KL-ELC-22383810,Commercial,2,1238,2.91,9,19-05-2023,28.97,68.19,0.0,9.0,0,0,0,226.74,0.95,58.90 kWh,158.76 kWh,92.81 kWh,55.75 kWh
IN-KL-ELC-72325956,Independent House,4,4089,12.27,11,11-02-2023,23.54,63.4,0.0,9.0,0,0,1,229.73,0.92,-41.96 kWh,1.15 kWh,0.63 kWh,0.36 kWh
IN-KL-ELC-63498946,Villa,3,580,1.5,7,18-08-2022,26.04,80.34,0.0,1.0,1,1,1,232.64,0.84,14.13 kWh,22.32 kWh,12.55 kWh,6.42 kWh
IN-KL-ELC-39302467,Apartment,6,3054,8.76,11,14-11-2022,27.49,45.56,1.56,15.0,0,0,1,236.9,0.89,45.74 kWh,72.42 kWh,38.37 kWh,27.31 kWh
IN-KL-ELC-80917658,Commercial,4,617,2.82,7,09-01-2023,29.61,62.04,0.0,11.0,1,1,0,220.29,0.77,29.71 kWh,44.24 kWh,27.06 kWh,11.16 kWh
IN-KL-ELC-56158050,Independent House,2,2868,9.88,13,11-10-2022,26.63,69.21,0.0,21.0,1,1,1,227.93,0.76,28.27 kWh,73.27 kWh,38.83 kWh,22.69 kWh
IN-KL-ELC-55873668,Apartment,8,1801,6.73,16,20-03-2022,32.05,58.8,5.26,11.0,1,0,0,235.11,0.68,13.31 kWh,76.20 kWh,47.50 kWh,19.71 kWh
IN-KL-ELC-47110773,Independent House,3,4341,12.86,18,28-10-2022,25.75,66.03,0.0,11.0,1,1,1,218.52,0.79,27.42 kWh,171.48 kWh,103.18 kWh,54.98 kWh
IN-KL-ELC-42439798,Commercial,3,3040,9.75,14,02-12-2022,24.43,46.64,5.06,18.0,0,0,0,226.44,0.9,45.12 kWh,56.16 kWh,27.30 kWh,18.58 kWh
IN-KL-ELC-98240122,Villa,7,2481,9.46,18,03-05-2022,34.15,73.93,0.0,6.0,1,0,0,234.48,0.69,35.11 kWh,146.74 kWh,82.66 kWh,51.68 kWh
IN-KL-ELC-57351079,Independent House,7,1232,3.07,12,22-05-2023,30.1,62.67,0.0,13.0,0,0,1,230.82,0.79,31.68 kWh,88.53 kWh,45.79 kWh,26.61 kWh
IN-KL-ELC-16929418,Commercial,1,666,3.05,14,10-01-2022,30.03,51.35,1.45,4.0,1,0,0,212.12,0.84,32.07 kWh,26.85 kWh,16.86 kWh,7.15 kWh
IN-KL-ELC-38784820,Commercial,3,2935,11.39,15,28-02-2023,28.79,62.35,4.11,18.0,1,1,0,220.43,0.78,11.20 kWh,84.28 kWh,50.37 kWh,24.28 kWh
IN-KL-ELC-04755469,Commercial,3,4363,11.12,15,17-03-2022,30.42,64.32,0.0,18.0,0,0,0,230.22,0.86,9.12 kWh,14.59 kWh,7.74 kWh,4.61 kWh
IN-KL-ELC-94165496,Apartment,4,1674,3.61,18,03-05-2022,28.01,74.62,1.6,7.0,1,1,0,227.44,0.7,21.26 kWh,26.17 kWh,16.93 kWh,6.79 kWh
IN-KL-ELC-38503931,Villa,5,1730,4.4,10,27-08-2022,30.43,79.4,0.96,24.0,0,0,1,231.03,0.99,31.50 kWh,64.79 kWh,34.96 kWh,0.0 kWh
IN-KL-ELC-88643265,Apartment,7,886,1.5,3,19-09-2023,28.91,92.83,3.81,14.0,3,0,1,225.4,0.93,-25.26 kWh,59.66 kWh,35.92 kWh,16.63 kWh
IN-KL-ELC-06416689,Apartment,7,1088,3.98,11,24-09-2022,29.27,87.49,4.48,2.0,2,0,0,227.51,0.74,29.54 kWh,57.62 kWh,33.35 kWh,17.50 kWh
IN-KL-ELC-91810988,Villa,2,2651,10.15,3,16-01-2022,24.42,63.79,0.0,9.0,4,0,0,223.13,0.72,53.38 kWh,172.83 kWh,88.52 kWh,60.88 kWh
IN-KL-ELC-15585769,Apartment,7,3373,11.05,11,30-05-2023,34.07,78.71,0.0,9.0,2,0,0,222.66,0.67,53.76 kWh,100.00 kWh,49.64 kWh,31.24 kWh
IN-KL-ELC-85146711,Villa,5,1959,5.06,8,20-06-2022,30.56,77.11,0.0,9.0,2,0,0,229.99,0.83,14.48 kWh,32.96 kWh,18.19 kWh,10.01 kWh
IN-KL-ELC-14150540,Commercial,2,2150,7.8,17,15-05-2023,35.95,79.45,0.0,7.0,0,0,0,224.9,0.77,32.74 kWh,97.30 kWh,55.76 kWh,36.43 kWh
IN-KL-ELC-25150719,Independent House,4,1612,6.18,12,24-08-2023,25.63,92.64,3.5,17.0,2,0,0,247.79,0.78,14.67 kWh,37.25 kWh,21.22 kWh,13.08 kWh
IN-KL-ELC-39347480,Commercial,5,4215,13.45,9,29-11-2023,25.46,59.87,0.0,7.0,1,1,0,236.89,0.8,14.69 kWh,182.92 kWh,109.81 kWh,59.12 kWh
IN-KL-ELC-01030861,Villa,8,4813,15.0,17,26-06-2022,24.2,80.24,1.61,14.0,2,0,0,222.94,0.68,37.32 kWh,79.36 kWh,39.34 kWh,24.20 kWh
IN-KL-ELC-07264762,Apartment,1,3377,8.29,9,15-02-2022,29.35,47.23,0.0,20.0,3,0,1,233.94,0.85,-17.67 kWh,24.40 kWh,14.97 kWh,8.17 kWh
IN-KL-ELC-57914093,Commercial,6,4347,15.0,9,25-06-2022,24.3,82.36,1.3,21.0,2,0,1,258.98,0.67,28.67 kWh,64.37 kWh,39.22 kWh,18.26 kWh
IN-KL-ELC-73263376,Independent House,2,804,2.06,1,24-09-2023,25.9,83.02,2.62,18.0,0,0,0,233.86,0.79,33.74 kWh,50.85 kWh,28.21 kWh,17.30 kWh
IN-KL-ELC-45106710,Apartment,1,2026,6.02,1,03-04-2023,34.74,76.18,3.55,15.0,3,0,1,233.05,0.8,-16.88 kWh,67.69 kWh,39.80 kWh,16.06 kWh
IN-KL-ELC-62612095,Villa,4,808,2.4,6,23-01-2023,22.23,61.35,0.0,19.0,0,0,0,236.09,0.9,8.83 kWh,9.97 kWh,5.73 kWh,2.78 kWh
IN-KL-ELC-96270161,Commercial,4,3162,9.34,5,18-03-2022,29.07,70.89,2.06,4.0,1,0,1,207.94,0.71,8.27 kWh,154.95 kWh,90.62 kWh,55.92 kWh
IN-KL-ELC-51895969,Villa,3,2370,7.36,3,07-01-2022,25.89,45.37,0.0,12.0,1,1,1,221.71,0.78,35.99 kWh,118.67 kWh,56.78 kWh,40.10 kWh
IN-KL-ELC-78888398,Apartment,2,2950,8.4,13,30-01-2022,25.77,56.45,0.0,22.0,0,0,0,223.86,0.99,7.93 kWh,12.85 kWh,6.75 kWh,4.55 kWh
IN-KL-ELC-87712482,Commercial,4,2653,11.05,7,03-04-2022,32.61,63.29,0.0,21.0,3,0,1,226.34,0.83,-28.07 kWh,42.34 kWh,24.21 kWh,10.51 kWh
IN-KL-ELC-48594585,Independent House,5,2300,9.1,16,25-08-2022,26.88,79.87,0.0,20.0,1,1,1,235.73,0.68,5.82 kWh,151.78 kWh,78.90 kWh,43.84 kWh
IN-KL-ELC-43193996,Apartment,8,2424,8.21,1,27-09-2023,25.6,91.39,6.02,5.0,0,0,1,228.88,0.95,54.94 kWh,103.82 kWh,62.99 kWh,35.15 kWh
IN-KL-ELC-89472771,Apartment,6,4579,12.66,2,29-08-2022,25.75,89.42,5.62,20.0,1,1,0,227.35,0.82,20.07 kWh,202.64 kWh,117.60 kWh,57.53 kWh
IN-KL-ELC-21595966,Villa,1,1225,2.53,16,18-06-2022,25.85,80.8,0.0,20.0,0,0,0,225.94,0.81,17.04 kWh,40.00 kWh,23.76 kWh,10.54 kWh
IN-KL-ELC-49064377,Commercial,7,4005,10.35,18,22-10-2022,22.08,58.59,0.0,20.0,1,1,0,230.09,0.77,30.95 kWh,148.12 kWh,77.04 kWh,48.54 kWh
IN-KL-ELC-43626563,Villa,8,4522,13.98,5,11-04-2022,35.75,73.28,6.53,23.0,0,0,0,228.19,0.86,28.79 kWh,64.74 kWh,37.49 kWh,15.68 kWh
IN-KL-ELC-57597408,Independent House,7,3436,11.88,6,02-06-2023,24.53,76.25,2.14,13.0,0,0,1,222.88,0.92,-7.84 kWh,1.30 kWh,0.76 kWh,0.39 kWh
IN-KL-ELC-78547323,Apartment,3,1967,6.32,15,05-09-2022,30.92,79.26,0.0,25.0,0,0,0,227.41,0.89,,119.11 kWh,68.81 kWh,32.12 kWh
IN-KL-ELC-54101105,Independent House,2,894,4.15,18,10-07-2022,26.52,86.03,0.0,20.0,0,0,1,237.54,0.9,-17.96 kWh,2.06 kWh,1.05 kWh,0.75 kWh
IN-KL-ELC-94265250,Independent House,4,1266,2.86,16,04-11-2022,26.04,68.47,0.0,15.0,1,0,0,225.23,0.74,11.30 kWh,38.95 kWh,21.62 kWh,11.85 kWh
IN-KL-ELC-19471461,Villa,3,3289,10.37,18,26-05-2022,28.3,61.31,0.0,7.0,0,0,1,233.66,0.76,45.75 kWh,122.72 kWh,69.26 kWh,33.71 kWh
IN-KL-ELC-52956472,Independent House,8,1555,8.7,5,27-11-2022,29.07,55.54,7.34,22.0,4,0,0,230.79,0.74,52.65 kWh,200.00 kWh,103.70 kWh,74.83 kWh
IN-KL-ELC-97036193,Independent House,1,3703,10.84,19,02-06-2022,31.76,75.12,0.0,2.0,3,0,1,234.25,0.93,-26.88 kWh,23.00 kWh,13.88 kWh,6.07 kWh
IN-KL-ELC-11558553,Commercial,5,4115,11.63,5,30-05-2022,37.36,68.88,0.0,25.0,3,0,1,234.71,0.91,-21.21 kWh,7.56 kWh,4.13 kWh,2.78 kWh
IN-KL-ELC-96984325,Villa,7,2790,4.9,12,05-06-2023,25.25,92.43,5.83,10.0,1,1,0,214.13,0.82,29.71 kWh,61.44 kWh,33.62 kWh,21.35 kWh
IN-KL-ELC-70379400,Apartment,5,4696,15.0,15,07-05-2023,31.98,64.6,0.0,3.0,2,0,0,246.87,0.73,25.18 kWh,43.41 kWh,24.25 kWh,11.44 kWh
IN-KL-ELC-36487210,Commercial,5,1053,2.59,15,04-01-2022,25.7,51.73,0.0,18.0,3,0,1,234.73,0.94,-19.52 kWh,15.91 kWh,8.82 kWh,5.31 kWh
IN-KL-ELC-93671806,Commercial,6,1016,2.4,12,08-01-2022,28.72,65.75,0.0,4.0,2,0,0,229.83,0.72,16.64 kWh,40.42 kWh,19.83 kWh,13.10 kWh
IN-KL-ELC-43223195,Villa,1,4276,13.36,14,14-09-2022,29.21,82.17,1.4,15.0,3,0,1,235.96,0.83,-27.62 kWh,38.05 kWh,19.70 kWh,13.61 kWh
IN-KL-ELC-18539846,Villa,6,694,3.69,7,12-05-2023,29.05,77.72,0.0,22.0,2,0,0,219.74,0.66,48.46 kWh,100.00 kWh,53.62 kWh,27.89 kWh
IN-KL-ELC-15821723,Apartment,4,2079,7.33,11,02-12-2022,,47.43,0.0,23.0,2,0,0,249.1,0.74,24.92 kWh,47.43 kWh,29.89 kWh,12.57 kWh
